id,empresa,cnpj,cidade,estado,distancia_km_aracatuba,categoria,linha,produto_provavel,produto_secundario,justificativa_produto,potencial,consumo_estimado,tipo_operacao,o_que_fabrica_constroi,obras_atuais,comprador,telefone,whatsapp,email,site,endereco,fonte,data_pesquisa,ultimo_contato,status,proximo_contato,ultima_compra,crm,vendedor,situacao,proxima_acao,necessidade_identificada,motivo_prospect,abordagem,observacoes_comerciais,indicacao
ARA-115,Garcia,13.704.423/0001-34,Andradina,SP,100,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Andradina/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Andradina/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,Inativo,"Sem informação",Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Andradina","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-116,Carderoli,64.175.631/0001-24,Coroados,SP,55,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Coroados/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Coroados/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Coroados","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-117,"F & L Cortes",51.342.016/0001-13,Araçatuba,SP,0,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Araçatuba/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Araçatuba","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-118,"Laticínio Vale do Pardo",02.749.513/0001-25,Bataguassu,MS,200,Indústria,Inox,"Chapa inox / tubulação — Provável — validar","Não identificado","Indicação Paulo. Empresa em Bataguassu/MS. Classificação inicial Indústria / Inox por nome/setor — validar no contato.",Alto,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Bataguassu/MS,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Bataguassu","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-119,JVN,22.354.167/0001-93,"Três Lagoas",MS,165,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Três Lagoas/MS. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Três Lagoas/MS","Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,Inativo,"Paulo Lettiere",Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Três Lagoas","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-120,GeneSeas,04.459.073/0001-05,"Aparecida do Taboado",MS,180,Indústria,Inox,"Chapa inox / tubulação — Provável — validar","Não identificado","Indicação Paulo. Empresa em Aparecida do Taboado/MS. Classificação inicial Indústria / Inox por nome/setor — validar no contato.",Alto,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Aparecida do Taboado/MS","Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Aparecida do Taboado","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-121,Veanholi,"Não identificado",Guararapes,SP,55,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Guararapes/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Guararapes/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,Inativo,,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Guararapes","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-122,"Sanches e Aquino",10.909.325/0001-45,Pauliceia,SP,130,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Pauliceia/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Pauliceia/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem compra",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Pauliceia","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-123,Irbi,05.317.917/0001-38,Araçatuba,SP,0,Indústria,"Carbono; Inox","Chapa inox / tubulação — Provável — validar","Não identificado","Indicação Paulo. Empresa em Araçatuba/SP. Classificação inicial Indústria / Carbono; Inox por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem compra",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Araçatuba","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-124,Momesso,48.712.319/0001-76,Birigui,SP,20,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Birigui/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Birigui/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Birigui","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-125,"Usina Caeté",12.282.034/0017-62,Pauliceia,SP,130,Indústria,"Carbono; Inox","Chapa inox / tubulação — Provável — validar","Não identificado","Indicação Paulo. Empresa em Pauliceia/SP. Classificação inicial Indústria / Carbono; Inox por nome/setor — validar no contato.",Alto,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Pauliceia/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Pauliceia","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-126,TESTE,,,SP,,Construtora,"Ferro para construção",,,,Médio,Médio,,,,,,,,,,"Inclusão manual",23/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,,,,,,
ARA-127,Nome,,,SP,,Construtora,"Ferro para construção",,,,Médio,Médio,,,,,,,,,,"Inclusão manual",23/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,,,,,,
